id	sentence	class	entity	nation	valence	dimension	commentary	source
13307	Allein im ganzen ist Luzern, wie überhaupt die katholische Schweiz, arm an nennenswerten Dramatikern, trotzdem also hier mehr als irgendwo in der Schweiz, Basel und Zürich nicht ausgenommen, geleistet wurde an kostspieligem Aufwand und das Publikum eifrigen Anteil nahm.	0.0	Luzern	CHE		spatial		1910_-_Jenny-Rossel_Bd_1_CAB.txt
9242	Zugleich begann Heß mit Binzenz Bernhard Tscharner, dem französischen Übersetzer der drei ersten Gesänge, eine freundschaftliche öffentliche Polemik über einzelne Stellen des Gedichtes in den Freimütigen Nachrichten? vom Juli bis Dezember .	0.0	französisch	FRA		temporal		1892_-_Bächtold_CAB.txt
8348	Seine zum ersten Mal erschienene, nach und nach wesentlich vermehrte Sammlung deutscher Gedichte zerfällt inhaltlich in vier Gruppen Vierverse Quatrains über die Psalmen Davids, Fest und Unterweisungsgesänge, unterschiedliche Ehren und Loblieder und erbauliche Überschriften Epigramme .	0.0	deutsch	DEU		temporal		1892_-_Bächtold_CAB.txt
9273	Der neue Hexameter öffnete der deutschen Sprache einen so räumlichen Platz, sich auszubreiten und empfahl sich mir durch seinen Wohlklang und die Mannigfaltigkeit der Füße so mächtig, daß ich die Poesie, die lange in meinem Kopf umirrte, mit geringer Mühe in diesen Vers ergoß und darin einkleidete.	0.0	deutsch	DEU		temporal		1892_-_Bächtold_CAB.txt
18920	Die Zeitgenossen freilich, vor allem die schweizerischen, müssen diese Sprache anders empfunden haben.	0.0	schweizerisch	CHE		both		1933_-_Ermatinger2_CAB.txt
22656	Schicksal und Erlebnissphäre des Schweizers und des Deutschen hatten sich seit dem drohenden Anwachsen des deutschen Imperialismus mehr und mehr voneinander geschieden.	0.0	Schweizer	CHE		both		1951_-_Zäch_CAB.txt
1370	Allein seine Vorschläge über die politische und sittliche Umgestaltung seines Vaterlandes schweben so hoch und ohne Anknüpfungspunkte über den wirklichen Zuständen seiner Zeit, daß sie selbst an den Schinznacher Freunden unbeachtet vorübergingen.	0.0	Vaterland	CHE		other		1861_-_Mörikofer2_CAB.txt
20922	Man ist sich der Lage der Schweiz im Mittelpunkt des großen Verkehrs Europas stärker bewusst.	0.0	Schweiz	DEU		spatial		1933_-_Ermatinger2_CAB.txt
7377	Wahrscheinlich geht dasselbe auf einen älteren Maskenscherz zurück, denn schon stellte in Zürich nach Gerold Edlibach eine Gesellschaft von zehn Genossen, die Lebensalter dar.	0.0	Zürich	CHE		temporal		1892_-_Bächtold_CAB.txt
1162	so daß alle seine poetischen Arbeiten nur als Spiegelungen der Richtungen und der Bestrebungen seiner Zeit Interesse haben, oder nur den Wert leicht hingeworfener, unvollendeter Versuche in Anspruch nehmen, und er also nicht unter die deutschen Dichter gezählt werden darf; allein durch seine ästhetischen und sprachforschenden Versuche gebührt ihm ein ehrenvoller Rang unter den Pflegern und Beförderern der deutschen Sprache und Poesie.	0.0	deutsch	DEU		other		1861_-_Mörikofer2_CAB.txt
7537	Welche Bewandtnis es jedoch mit den Aufführungen des, verlorenen Sohnes ö in Schaffhausen, bei welchem Anlaß die Herrenband zusammenbrach, in St_Gallen, O in Rheinfelden hat, ist unsicher; ist in St_Gallen bestimmt der Acolast des Hans Sachs gespielt worden und zwar durch die Druckergesellen der Straubschen Offizin.	0.0	Schaffhausen	CHE		other		1892_-_Bächtold_CAB.txt
16869	Denn das Verständnis ist nicht bloß ein verstandesmäsiges, etwa wie der Reichsdeutsche Verständnis für französische Kultur haben kann, es schwingen auch Gefühlswerte in ihm mit.	0.0	französisch	FRA		spatial		1933_-_Ermatinger2_CAB.txt
20297	In einem halben Jahrhundert hatte sich das Gesicht der Schweiz völlig geändert.	0.0	Schweiz	CHE		temporal		1933_-_Ermatinger2_CAB.txt
6561	Der Sammlung hat offenbar die Weingartner zur Quelle gedient; diese befand sich früher in Konstanz und mag durch den dortigen sangeskundigen Bischof Heinrich von Klingenberg den Mannessen vermittelt worden sein, oder sie war schon vorher in Zürich und gelangte durch den Bischof nach Konstanz.	0.0	Konstanz	DEU		spatial		1892_-_Bächtold_CAB.txt
22224	Die Tendenz dieses in Basel aufgeführten Stückes ist dieselbe wie in allen Werken, die in Zwinglis Gefolgschaft stehen für ein demokratisches gerechtes Regiment, für Sittenreinheit, gegen Söldner und Pensionenwesen.	0.0	Basel	CHE		other		1951_-_Zäch_CAB.txt
7705	Besser ist seine im April J b zu Winterthur dargestellte, Auferständnis unseres Herrn Jesu Christi.	0.0	Winterthur	CHE		temporal		1892_-_Bächtold_CAB.txt
20714	Er ist der stofflich reichste, menschlich beweglichste und geistig weiteste der neueren katholischen Schriftsteller der Schweiz.	0.0	Schweiz	CHE		other		1933_-_Ermatinger2_CAB.txt
19271	Aber sein Begriff der Ordnung, der Zweckmässigkeit und der Schönheit ist um soviel gewaltiger als der von Brocke, als die Berge der Schweiz die Hügel Norddeutschlands an Höhe überragen.	0.0	Schweiz	CHE		other	interessant	1933_-_Ermatinger2_CAB.txt
19857	Ein einziger schweizerischer Schriftsteller hat damals den Sinn der Zeit begriffen und in seiner Art aus ihm das Leben zu erneuern unternommen Heinrich Pestalozzi.	0.0	schweizerisch	CHE		other		1933_-_Ermatinger2_CAB.txt
13261	Von Gengenbach beeinflußt, aber an dramatischer Gestaltungskraft und Tiefe weit über ihm stehend, erscheint der Berner Niklaus Manuel zirka O , der Sänger des Biccoccaliedes.	0.0	Gengenbach	DEU		other		1910_-_Jenny-Rossel_Bd_1_CAB.txt
7216	Das früheste ist Gengenbachs Stück, das jüngste ausgesprochen polemische Rufs, Weingarten .	0.0	Gengenbach	DEU		temporal		1892_-_Bächtold_CAB.txt
12843	Nach dem Untergang des Königreichs Burgund stießen die Alemannen im Westen bis Aventicum vor und in den Kanton Freiburg, im Süden ins Berner Oberland und ins Oberwallis.	0.0	Freiburg	DEU		spatial		1910_-_Jenny-Rossel_Bd_1_CAB.txt
19967	Jener geschichtliche Geist, der ein Teil der schweizerischen Nationalgesinnung ist, erscheint hier zu kindlicher, ja vielfach kindischer Selbstverhätschelung verkleinert.	0.0	schweizerisch	CHE		other		1933_-_Ermatinger2_CAB.txt
8357	Neben Simler ist in Zürich ein ganzer Kreis schwächerer Mitstrebender tätig, die sich alle der Manier des Rist und Philipp von Zesen ergeben.	0.0	Zürich	CHE		other		1892_-_Bächtold_CAB.txt
13853	Das Interessanteste, was Bräker geschrieben, ist aber sein, Etwas über Shakespeare . Gewiß ist in der deutschen Sprache schon viel Tiefes und Gelehrtes über den englischen Dramatiker gesagt worden.	0.0	deutsch	DEU		other		1910_-_Jenny-Rossel_Bd_1_CAB.txt
7984	Willig lehnte sich der schweizerisch reformierte Kirchengesang an den deutsch protestantischen an.	0.0	schweizerisch	CHE		other		1892_-_Bächtold_CAB.txt
13129	Trotz dieser offiziellen Einführung des Deutsch bediente sich das Volk und die gebildete Gesellschaft der alten Sprache.	0.0	Schweiz	CHE		other		1910_-_Jenny-Rossel_Bd_1_CAB.txt
20682	Siegfried ist der einzige Schweizer, der in sein Schaffen bewusst den Geist der französischen Literatur der Zeit hat einströmen lassen.	0.0	Schweizer	CHE		spatial		1933_-_Ermatinger2_CAB.txt
6200	Erst später bot man ihnen deutsche Übertragungen.	0.0	deutsch	DEU		temporal		1892_-_Bächtold_CAB.txt
13792	Der Abstand von Heinrich Wettenweilers wüsten Bauern aus dem Mittelalter zu Hirzels Kleinjogg ist enorm, und mit einigem Recht darf man Hirzel als einen Vorläufer Pestalozzis und Gotthelfs, als den Begründer der schweizerischen Im Zeichen der Aufklärung.	0.0	schweizerisch	CHE		other		1910_-_Jenny-Rossel_Bd_1_CAB.txt
22338	Als Gessners letzte Dichtungen in die Öffentlichkeit hinausgingen, wehte bereits ein anderer Wind durch den deutschen Dichterwald und durch Europa überhaupt.	0.0	deutsch	DEU		both		1951_-_Zäch_CAB.txt
21855	Im Verhältnis zu der Oberfläche wohnen da wenige Menschen, mit Ausnahme des Hauptfleckens Altdorf gibt es keine größeren Ortschaften.	0.0	Altdorf	DEU		spatial		1943_-_Korrodi_CAB.txt
21440	Das ist der Vorzug der europäischen Alpen und in höchstem Mas unserer schweizerischen Ketten vor allen anderen Gebirgen diese weitgedehnten Gründe und Hänge vom dichtesten Samt des Alpenrasens umhüllt, den das rastlos der Schneeregion entfliesende Wasser den ganzen Sommer frisch erhält.	0.0	schweizerisch	CHE		spatial		1943_-_Korrodi_CAB.txt
15235	Die Städte waren, wie in Italien und Frankreich, aufgeblüht und durch Handel und Industrie zu Reichtum gelangt, von dem die Fürsten und noch mehr der ackerbauende Ritter und Bauer abhängig wurden.	0.0	Frankreich	FRA		spatial		1914_-_Frey_CAB.txt
13865	In Luzern wurden auch später wiederholt vaterländische Stücke gespielt; gab man sogar Kotzebues, Gustav Wasa und zwei Jahre darauf Ahlenschlägers, Hakon Jarl.	0.0	Luzern	CHE		temporal		1910_-_Jenny-Rossel_Bd_1_CAB.txt
16648	Die jungen Schweizer machten keinen Umweg mehr über Wien, sie gingen geradenwegs ins Reich.	0.0	Schweizer	CHE		both		1924_-_Nadler_CAB.txt
15260	Unter seinen Werken sticht hervor das erschienene Spiel Die zehn Alter dieser Welt, der erste dramatische Versuch von Bedeutung im sechzehnten Jahrhundert und der erste in deutscher Sprache gedruckte, ein sehr einfaches Gebilde, das die Herkunft dramatischer Kunst aus Lied und Spruch deutlich verrät.	0.0	deutsch	DEU		other		1914_-_Frey_CAB.txt
1399	Allein so selbständig er sich aus sich heraus entwickelte und daher zu keinem der damaligen Stimmführer Zürichs in einem seine Bildung näher bestimmenden Verhältnisse stand, so sehen wir in Lavater doch unverkennbar den Einfluß der Bodmer'schen Schule.	0.0	Zürich	CHE		other		1861_-_Mörikofer2_CAB.txt
18524	Dagegen geht, entsprechend der allgemeinen politischen und geistigen Entfernung der Schweiz von Deutschland, im siebzehnten Jahrhundert die schweizerische Verssprache zum Teil abseits von der deutschen ihren eigenen Weg.	0.0	Schweiz	CHE		both		1933_-_Ermatinger2_CAB.txt
14910	Aber eine neue Stufe in Spittlers Schaffen bedeuten sie nicht; ebensowenig ist, Conrad der Leutnant ' ein neuer Novellentypus, höchstens für schweizerische Verhältnisse.	0.0	schweizerisch	CHE		spatial		1910_-_Jenny-Rossel_Bd_2_CAB.txt
15401	Den . April Z in Zürich geboren, wurde er, da das schon im Kind erwachte Künstlertalent die Schulfortschritte hemmte, wider seine Neigung früh in die väterliche Buchhandlung gesteckt und dann zur Vollendung seiner Lehrzeit nach Berlin geschickt, wo der Hofmaler Hampel seine malerischen, Kamler seine poetischen Versuche und Einsichten förderte.	0.0	Zürich	CHE		both		1914_-_Frey_CAB.txt
1554	Den Eindruck, den die großen Geister jener Zeit auf ihn machten, Klopstock, Wieland, Jakobi und Andere, hat er mit Stillschweigen übergangen; dagegen wissen wir, daß Goethe und Herder sich dieses schweizerischen Gegenstücks von Lavater ganz besonders freuten. Pestalozzi. . Pestalozzi während der Revolution.	0.0	schweizerisch	CHE		other		1861_-_Mörikofer2_CAB.txt
16095	Von solcher Menschenfülle war seit Thomas Manns, Buddenbrooks kaum ein deutscher Roman.	0.0	deutsch	DEU		other		1924_-_Korrodi_CAB.txt
15386	Doch war es zunächst nicht die Poesie, die zu Kräften kam, sondern es waren Kritik und Astetet, die eine Entwicklung gewannen, welche für die deutsche Citeratur eine Zeitlang maßgebend wurde.	0.0	deutsch	DEU		other		1914_-_Frey_CAB.txt
14184	Wenn deutsche und welsche Literatur nicht den gleichen Weg einschlagen, so streben sie dennoch ei n e m und de mselben Ziele zu auf zwei parallelen Straßen, durch dieselben Landschaften, unter demselben Himmel, in derselben Atmosphäre der Bedürfnisse, der Wünsche und Träume.	0.0	deutsch	DEU		spatial		1910_-_Jenny-Rossel_Bd_2_CAB.txt
1628	Pestalozi's Jubelfeier den . Jänner , so sehr Parteigeist und Tendenzbestrebungen dabei mitwirken mochten, wurde vom ganzen protestantischen Deutschland und der Schweiz in einer Ausdehnung und mit einer populären und herzlichen Teilnahme begangen, wie Solches keinem der Heroen der deutschen Literatur zu Teil geworden.	0.0	Deutschland	DEU		spatial		1861_-_Mörikofer2_CAB.txt
14765	In Genf, in Lausanne oder in Neuenburg wäre durch so etwas das ganze geistige Leben eine geitlang aufgerüttelt und befruchtet worden.	0.0	Genf	CHE		spatial		1910_-_Jenny-Rossel_Bd_2_CAB.txt
15532	Realismus und Romantik standen sich bei Gotthelf unvereinbar gegenüber; in Immemanns Oberhof, der kurze Frist nach seinem Auftreten bäuerliches Leben schilderte. lagen sie wie zwei Reiche friedlich nebeneinander.	0.0	Oberhof	DEU		other	interesting	1914_-_Frey_CAB.txt
13395	Diese Schilderung erinnert in der Form an Rabelais, dem Inhalte nach an diese und jene deutsche Satire.	0.0	deutsch	DEU		other	interesting	1910_-_Jenny-Rossel_Bd_1_CAB.txt
14229	Die ersten Jahre nach seiner Rückkehr ins Vaterland waren der persönlichen Verteidigung gewidmet; die Schrift Sur Padministration de M.	0.0	Vaterland	CHE		temporal		1910_-_Jenny-Rossel_Bd_2_CAB.txt
15449	Denn nunmehr sollte seine Feder erreichen, was die mißliche Lage dem Erzieher und Schulmeister verwehrte.	0.0	Lage	DEU		other		1914_-_Frey_CAB.txt
7863	Mit der Wende des Jahrhunderts erscheinen die ersten fremden Berufsschauspieler in der Schweiz.	0.0	Schweiz	CHE		temporal		1892_-_Bächtold_CAB.txt
18541	Noch bedeutsamer für die Entwicklung des Verses in der Schweiz ist, daß in den Übersetzungen von vier Sonetten Pibracs sowie der Preceptes?	0.0	Schweiz	CHE		other		1933_-_Ermatinger2_CAB.txt
17067	Und Staatsidee und deutsche Literatur in der Schveiz ein Glied in diesem Zusammenhäng ist die Häufigkeit von Malerdichtern in der deutschen Schweiz Manuel war Zeichner, Maler und Architekt. S.	0.0	deutsch	DEU		spatial		1933_-_Ermatinger2_CAB.txt
7409	Murners, Gauchmatt nun und Gengenbachs Fastnachtspiel stehen durchaus in keinerlei Abhängigkeit zu einander, sondern haben lediglich den Stoff gemeinsam, der schon früher in Bebels Triumph der Venus oder in der Prä aux cocus zum Ausdruck gelangt war.	0.0	Gengenbach	DEU		other		1892_-_Bächtold_CAB.txt
130	Diese politischen Verhältnisse fielen in eine Zeit, wo, namentlich durch J. Jakob Scheuchzer angeregt, ein eifriges Studium der Natur des Schweizerlandes begann, welches allmählich die Liebe zum Vaterlande von einer neuen Seite belebte.	0.0	Vaterland	CHE		temporal		1861_-_Mörikofer2_CAB.txt
16025	Irgendwie redet in zwei solchen mächtigen Widerparten wie Keller und Gotthelf ein besonderer Zug des Volksgesichtes ihrer Kantone.	0.0	Zug	CHE		other		1924_-_Korrodi_CAB.txt
17908	In Zürich hat damals einer der größten Gelehrten der Zeit gewirkt, Conrad Gesner .	0.0	Zürich	CHE		temporal	we need to talk	1933_-_Ermatinger2_CAB.txt
17012	Das demokratische Prinzip bestimmt als Lebensgesetz die ganze Geschichte der Schweiz, und wo es, wie in dem Hereinfluten aristokratisch absolutistischer Formen im siebzehnten Jahrhundert, durch die politische Be Staatsidee und deutsche Literatur in der Schveiz wegung der Zeit zurückgedrängt wird, da bedeutet diese Unterdrückung der Uridee der Schweiz eine Schwächung ihrer inneren Kraft und ihres äußeren Ansehens.	0.0	Schweiz	CHE		both		1933_-_Ermatinger2_CAB.txt
5743	Die moralischen Wochenschriften des achtzehnten Jahrhunderts haben zuerst auf dem Kontinent in der Schweiz gewuchert.	0.0	Schweiz	CHE		both		1892_-_Bächtold_CAB.txt
5773	Allmählich erweiterten sich die burgundischen Grenzen namentlich gegen Nordosten, so daß früher alemannische Jura Gebiete an der mittleren Aare der burgundischen Königsherrschaft untertan wurden und die Westgrenze des Reiches zu Anfang des sechsten Jahrhunderts etwa von Pruntrut durch den Jura in östlicher Richtung Windisch, der burgundisch gewordenen Stadt, zulief und von da aufwärts der Reuß Eiuleitua und Emme entlang ging gegen die obere Rhone hin.	0.0	Jura	CHE		spatial		1892_-_Bächtold_CAB.txt
15970	Kantone, Landschaften und Städte Wie kurzweilig ist es, daß es nicht einen eintönigen Schlag Schweizer, sondern daß es Zürcher und Verner, Unterwaldner und Neuenburger, Graubündner und Basler gibt, und sogar zweierlei Basler!	0.0	Schweizer	CHE		spatial		1924_-_Korrodi_CAB.txt
15843	Wenn für Schiller der Tellstoff und die Schweiz eine willkommene Objekfivierung Seiner Freiheitsidee war, und Rütli, Altdorf und Hohle Gasse weit weg für ihn waren, S Sieht der Schweizerische Dichter dem Tellstoff viel beteiligter gegenüber.	0.0	Schweiz	CHE		other		1918_-_Korrodi_CAB.txt
20076	Am liebsten hätte er, wie Bodmer zu einer bestimmten Zeit, aus den Mundarten eine schweizerische Schriftsprache wieder auf leben lassen.	0.0	schweizerisch	CHE		other		1933_-_Ermatinger2_CAB.txt
15946	Die Reformation in der Schweiz hat stärker als die deulsche darauf gedrungen, allein, das körperlose Wort ' zu verehren und dem Trug der Bilder abgeschworen.	0.0	Schweiz	CHE		other		1924_-_Korrodi_CAB.txt
6727	Das bürgerliche Geschlecht der Boner. heute noch im Solothurnischen und Oberaargau fortlebend, stammt aus Bern.	0.0	Bern	CHE		both		1892_-_Bächtold_CAB.txt
17792	Er ist, gegenüber dem beweglichen, scharfen, oft bissigen Tagesstreiter Gengenbach ein Geist von wahrhaft großem Ausmaß	0.0	Gengenbach	DEU		other		1933_-_Ermatinger2_CAB.txt
20956	Wer lange außerhalb der Schweiz gelebt hat oder oft draußen ist, weiß, das das geistige Leben anders aussieht, ob man es außerhalb oder innerhalb der Grenzen betrachtet.	0.0	Schweiz	CHE		spatial	interesting	1933_-_Ermatinger2_CAB.txt
2228	Beengt von den starren Formen des ihn umgebenden politischen Lebens sehnte sich Keiner wie er nach einer durchgreifenden Umgestaltung der politischen Verhältnisse im Vaterlande.	0.0	Vaterland	CHE		other	we need to talk	1866_-_Weber_Bd_1_CAB.txt
8148	Und doch hat gerade infolge dieser literarischen Bewegung, die mit Haller anbrach, das Schweizerische den schriftdeutschen Wortschatz mehr bereichert, als irgend ein anderer Dialekt.	0.0	schweizerisch	CHE		temporal		1892_-_Bächtold_CAB.txt
1321	Wie bei den übrigen Schweizern dieser Zeit und zunächst nach dem Vorbilde seines Lehrers Haller war seine Geistesrichtung eine universelle, und demnach bestrebte er sich, die Gedanken der Wissenschaft zum Gemeingut der bürgerlichen Gesellschaft zu machen.	0.0	Schweizer	CHE		temporal		1861_-_Mörikofer2_CAB.txt
7273	Seltener wurde in den Höfen gespielt.	0.0	Hof	DEU		spatial		1892_-_Bächtold_CAB.txt
18270	Das diese mit größerer Heftigkeit vom Luthertum aus betont wurde als von den Reformierten, darauf deutet schon Luthers Verhalten am Glaubensgespräch in Marburg hin.	0.0	Marburg	DEU		other		1933_-_Ermatinger2_CAB.txt
22658	Im ersten Weltkrieg stand die Schweiz abseits, und als im Nationalsozialismus der Weltherrschaftsgedanke seine frevelhafteste Gestalt annahm, da wandelte sich die Entfremdung in einen geradezu feindseligen Gegensatz, der vom rein politischen Gebiet unwillkürlich auf das gesamtkulturelle übertragen wurde.	0.0	Schweiz	CHE		both		1951_-_Zäch_CAB.txt
14907	Er fing, was unter Schweizern nicht selten ist wir erinnern an Gotthelf, Keller und Meyer erst spät an, hervorzutreten.	0.0	Schweizer	CHE		spatial		1910_-_Jenny-Rossel_Bd_2_CAB.txt
12786	Besser steht es mit der Geschichte der Literatur der welschen Schweiz.	0.0	Schweiz	CHE		spatial		1910_-_Jenny-Rossel_Bd_1_CAB.txt
6669	Nach dem Verfall der Feste erhob sich am unteren Hauenstein über Läufelfingen auf Basler Gebiet Neu Homberg.	0.0	Homberg	DEU		temporal		1892_-_Bächtold_CAB.txt
15619	Jenatsch und sein Schicksal ist weitaus der hervorragendste historische Stoff, den die Schweiz einem Dichter zu bieten hatte, farbig, wild, monumental, vielfach rätselhaft und dennoch nahe genug, um deutlich und äußerlich und innerlich faßlich zu sein.	0.0	Schweiz	CHE		other		1914_-_Frey_CAB.txt
18599	Heideggers Schriften, so erklärt Bodmer,, die in der Schweiz so viele Bewunderer gefunden haben, sind in Deutschland weit minder bekannt, als so wohlgeschriebene Sachen verdienen.	0.0	Schweiz	CHE		spatial		1933_-_Ermatinger2_CAB.txt
18821	Er durchstreifte Oberitalien, durchstöberte die Buchläden, dichtete und schrieb den Freunden zu Hause lateinische, französische und italienische Briefe.	0.0	französisch	FRA		spatial		1933_-_Ermatinger2_CAB.txt
20347	Von den Mächten unterstützte einzig England die Ansprüche der Schweiz.	0.0	England	ENG		spatial		1933_-_Ermatinger2_CAB.txt
6035	Sie sind Das Kloster St_Gallen der Ausdruck des gelehrten Schulmeisters, der wohl unter Notker Labeos Zuchtrute deutsch au we, mir wes geschrien, an dem aber sonst wenig von den deutschen Bestrebungen des großen Teutonikus haften geblieben ist.	0.0	St_Gallen	CHE		spatial		1892_-_Bächtold_CAB.txt
18852	Krampfhaft suchte man in Bern einen eigenen Kurs und meinte ihn in der veralteten Sympathie für den Spätbarock zu finden dachte man doch sogar an eine Neuauflage von Lohensteins, Arminius!	0.0	Bern	CHE		other	we need to talk	1933_-_Ermatinger2_CAB.txt
19932	Kann man die Tragik, die Pestalozzis geschichtliches Dasein überschattet, ergreifender, die Größe seines Werkes treffender ausdrücken? JND BAU Im landläufigen Urteil fremder Reisenden gilt die Schweiz bis zum Ende des achtzehnten Jahrhunderts als ein glückliches Arkadien, in dem sich in Freiheit, Einfachheit und Zufriedenheit ein unerschöpflicher Reichtum von Natur und Volksleben seit uralten Zeiten erhalten hat.	0.0	Schweiz	CHE		temporal		1933_-_Ermatinger2_CAB.txt
22171	Nicht allein, dass die Niederlage bei Marignano und die Konkur Renz der deutschen Landsknechte ihr kriegerisches Ansehen schmälerten, auch im Inneren war die Schweiz ferne davon, ein einheitlicher, geschlossener Staat zu sein.	0.0	deutsch	DEU		spatial		1951_-_Zäch_CAB.txt
1272	Offenbar war Meyer nicht ohne Einfluß auf Fröhlich, den schweizerischen Fabeldichter der neueren Zeit, welcher mit Beziehung in die Fußtapfen seines rühmlichen Vorgängers eintrat. VJJ. Salomon Geßner.	0.0	schweizerisch	CHE		other		1861_-_Mörikofer2_CAB.txt
21982	Das paste zum Tabor.	0.0	Tabor	CZE		other		1943_-_Korrodi_CAB.txt
14142	Seit Muralts Briefen über die Engländer und Franzosen war es üblich geworden, Zeichnungen oder, wie man jetzt sagte, poetische Gemälde über den kulturellen Stand eines Landes zu entwerfen und zu vermischen mit der Beschreibung der geographischen Eigentümlichkeiten.	0.0	Engländer	ENG		temporal		1910_-_Jenny-Rossel_Bd_2_CAB.txt
20878	Deutsche, französische, österreichische Schriftsteller, deren Kriegsbücher den Markt überfluteten, trugen in öffentlichen Vorträgen selber aus ihnen vor und trieben für sich und Steffen als Künstler.	0.0	deutsche	DEU		spatial		1933_-_Ermatinger2_CAB.txt
9468	Herder, welcher sich mehr als einmal freundlich über Bodmer, namentlich über dessen Verdienste um Homer und die Wiedererweckung der Eltern deutschen Literatur geäußert hat, welcher sogar in den, Fragmenten einen Augenblick schwankte, zwischen Homer und Bodmer eine Parallele zu ziehen, wurde von diesem schlichtweg für einen, Narren , für den, denaturierten Enkomiast der Natur gehalten.	0.0	deutsch	DEU		other	interessant	1892_-_Bächtold_CAB.txt
1090	Wenn Bodmers Arbeiten in den letzten zwanzig Jahren mehr einen Stillstand, eine Nichtachtung der sich unterdessen entfaltenden deutschen Literatur zeigten, so war er dagegen noch empfänglich und glücklich genug, mit seinen letzten Bemühungen wieder in die seine Zeit bewegenden Gedanken und Stimmungen einzugreifen und namentlich den Bestrebungen der späteren Romantiker nahe zu rücken, so wie die Absichten eines Teiles seiner früheren Leistungen auch mit den ihrigen in näherer Berührung stehen.	0.0	deutsch	DEU		temporal		1861_-_Mörikofer2_CAB.txt
1001	Allein was bei Gottsched nur eine beiläufige gelehrte Notiz gewesen war, wurde bei Bodmer zur fruchtbaren Quelle wissenschaftlicher Forschung und lebendiger Gedanken.	0.0	schweizerisch	CHE		other		1861_-_Mörikofer2_CAB.txt
18465	Zuletzt, seit Beginn des achtzehnten Jahrhunderts, hat der Orden, mit der Zeit wandelnd und sich verwandelnd, auch heidnische Helden gespielt Mithridates, Themistokles u. a. Jetzt musste auch die lateinische Sprache der deutschen weichen.	0.0	deutsch	DEU		temporal		1933_-_Ermatinger2_CAB.txt
8532	Das Zeichen dazu wurde bedeutsam in zwei freien Gemeinwesen und zwar fast gleichzeitig im Süden und Norden, an den beiden äußersten Punkten des deutschen Sprachgebietes, in der Schweiz und in Hamburg gegeben.	0.0	Norden	DEU		spatial		1892_-_Bächtold_CAB.txt
1343	, wo die Schmeichelei um so feiner ist, da wirkliche Züge aus dem Leben zu einem charakteristischen Kranze verflochten sind.	0.0	Zug	CHE		spatial	vervollst	1861_-_Mörikofer2_CAB.txt
15901	Daher denn Geofriede Keller und Gotthelf Mehrerer des deutschen Sprachreiches sind im Gegensatz zu den norddeuischen Zehrern des Sprachreiches	0.0	deutsch	DEU		spatial		1918_-_Korrodi_CAB.txt
2119	Haller sprach und schrieb vielleicht die französische und die lateinische Sprache noch besser, als die deutsche, so daß er In dem Gedicht	0.0	französisch	FRA		spatial	vervollst	1866_-_Weber_Bd_1_CAB.txt
2943	Adoptivsohn Heiurich Zschokke, dessen schönwissenschaftliche Schriften vielleicht mehr als die jedes anderen Schriftstellers deutscher Zunge den Stempel schweizerischen Geistes und Wesens tragen und dessen Volksbücher als eine reiche Saat in unserem Lande aufgegangen sind. schW Vorwort Albrecht Haller Die Alpen Aus danken über Bernnnft, Aberglauben und Unglauben Die Tugend Aus,Falschheit menschlicher Lugenden Die verdorbenen Sielten M . Aus, lebt den Ursprung des Uebels Tranerod auf Marianne Aufschrift fabeln	0.0	deutsch	DEU		other	weird	1866_-_Weber_Bd_1_CAB.txt
20678	An die alte Überlieferung des Volksliedes in der Schweiz anknüpfend, wie es scheint, auch die österreichischen Schnadahüpferl nachbildend, gibt er in ihnen nicht Beschreibung von Gefühlen und Entwicklung von Gedanken, sondern den unmittelbaren Ausdruck der Stimmung in glücklich geprägten Augenblicksbildern, bald wehmütig, bald keck, bald ernst, bald schalkhaft.	0.0	Schweiz	CHE		both		1933_-_Ermatinger2_CAB.txt
734	Allein innerlich gedrungen, nach Vermögen zu wirken, daß die armselige Gottsched'sche Poesie sich nicht fernerhin als Regel aufstelle, und im ruhigen Vorsatz, dieser gegenüber Deutschland für eine bessere Poesie zu wecken und empfänglich zu machen, konnte Breitinger gegen Gottsched kaum rücksichtsvoller sich benehmen.	0.0	Deutschland	DEU		spatial		1861_-_Mörikofer2_CAB.txt
15261	Der Sechzigjährige trachtet nur nach Gut und Ehre und nimmt ohne Rücksicht auf des Vaterlandes Wohl von fremden Fürsten Pensionen. heimgesucht von haß und Neid. läßt der Siebziaiäbrige nicht von zeitlicher Ehre und unterdrückt Gengenbach.	0.0	Vaterland	CHE		temporal		1914_-_Frey_CAB.txt
18268	Gerade diese Schilderung zeigt, das die Schweiz nun ihr eigenes, von dem Geschehen im Reiche getrenntes Schicksal lebte.	0.0	Schweiz	CHE		both		1933_-_Ermatinger2_CAB.txt
14817	In seiner Jugend in Frankreich heimisch, gehört er seit uns, indem er an der Genfer Universität Literatur dozierte.	0.0	Frankreich	FRA		both		1910_-_Jenny-Rossel_Bd_2_CAB.txt
17736	Im ersten Teile bekennt sich Gengenbach als Freund der deutschen, als Gegner der französischen Politik.	0.0	Gengenbach	DEU		spatial	we need to talk	1933_-_Ermatinger2_CAB.txt
